Title,Author,Rating,Genres
Missoula: Rape and the Justice System in a College Town,Jon Krakauer,4.11,"['Nonfiction', 'True Crime', 'Audiobook', 'Feminism', 'Crime', 'History', 'Politics']"
Agnes Grey,Anne Brontë,3.71,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'Audiobook']"
"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",Tad Williams,4.21,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Adventure']"
"Of Triton (The Syrena Legacy, #2)",Anna Banks,3.96,"['Fantasy', 'Young Adult', 'Romance', 'Mermaids', 'Paranormal', 'Mythology', 'Paranormal Romance']"
"Surviving Raine (Surviving Raine, #1)",Shay Savage,4.01,"['New Adult', 'Romance', 'Survival', 'Erotica', 'Contemporary', 'Abuse', 'Contemporary Romance']"
Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,3.92,"['Fantasy', 'Short Stories', 'Fiction', 'Horror', 'Science Fiction', 'Audiobook', 'Anthologies']"
Marriage by Law,N.K. Pockett,4.14,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Marriage', 'Young Adult', 'Humor']"
Running Wild,J.G. Ballard,3.57,"['Fiction', 'Mystery', 'Crime', 'Science Fiction', 'Thriller', 'Horror', 'Novels']"
"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,4.55,"['Feminism', 'Nonfiction', 'History', 'Politics', 'Philosophy', 'Theory', 'Sociology']"
"The Night Swim (Rachel Krall, #1)",Megan Goldin,4.04,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Adult', 'Suspense']"
"The Absolute Sandman, Volume 4",Neil Gaiman,4.69,"['Comics', 'Graphic Novels', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Mythology']"
The Given Day (Coughlin #1),Dennis Lehane,4.07,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Crime', 'Thriller', 'Audiobook']"
The Tenderness of Wolves,Stef Penney,3.74,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Crime', 'Thriller', 'Canada']"
"Boy Meets Girl (Boy, #2)",Meg Cabot,3.83,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult', 'Humor']"
Islands in the Stream,Ernest Hemingway,3.88,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Adventure', 'Historical Fiction']"
Rain of Gold,Victor Villaseñor,4.50,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Classics', 'Historical', 'Latino', 'Novels']"
"Icefire (The Last Dragon Chronicles, #2)",Chris d'Lacey,3.92,"['Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Magic']"
A Night to Remember,Walter Lord,4.09,"['History', 'Nonfiction', 'Classics', 'Historical', 'Audiobook', 'Survival', 'Biography']"
"Echo Burning (Jack Reacher, #5)",Lee Child,4.04,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Audiobook', 'Action', 'Suspense']"
"Proxy (Proxy, #1)",Alex London,3.86,"['Young Adult', 'LGBT', 'Dystopia', 'Science Fiction', 'Fiction', 'Queer', 'Fantasy']"
"Shatter Me Complete Collection: Shatter Me, Destroy Me, Unravel Me, Fracture Me, Ignite Me",Tahereh Mafi,4.56,"['Fantasy', 'Romance', 'Young Adult', 'Dystopia', 'Fiction', 'Science Fiction', 'Adventure']"
"Ensnared (Splintered, #3)",A.G. Howard,4.17,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Magic', 'Paranormal', 'Fiction']"
This One Summer,Mariko Tamaki,3.69,"['Graphic Novels', 'Young Adult', 'Comics', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Coming Of Age']"
"Every Last Breath (The Dark Elements, #3)",Jennifer L. Armentrout,4.20,"['Fantasy', 'Romance', 'Young Adult', 'Paranormal', 'Demons', 'Paranormal Romance', 'Urban Fantasy']"
Arminius and Thusnelda Versus Rome,Michael G. Kramer,4.34,"['Historical Fiction', 'Fiction', 'Contemporary', 'Historical', 'Drama', 'Novels', 'Epic']"
"Hooked (Never After, #1)",Emily McIntire,3.79,"['Fantasy', 'Dark', 'Retellings', 'Audiobook', 'Contemporary', 'Adult', 'Fiction']"
Macom Farm,Tom  Baldwin,4.32,"['Epic', 'Novels', 'Fiction', 'Contemporary', 'Drama']"
Gossamer,Lois Lowry,3.93,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Audiobook', 'Juvenile']"
Eaters of the Dead,Michael Crichton,3.71,"['Fiction', 'Historical Fiction', 'Fantasy', 'Thriller', 'Horror', 'Adventure', 'Historical']"
"Sworn to Silence (Kate Burkholder, #1)",Linda  Castillo,4.04,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Amish', 'Mystery Thriller', 'Suspense']"
If Nobody Speaks Of Remarkable Things,Jon McGregor,3.89,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'British Literature', 'Poetry', 'Literature']"
Stepping Heavenward,Elizabeth Payson Prentiss,4.25,"['Christian', 'Fiction', 'Christian Fiction', 'Classics', 'Historical Fiction', 'Christian Living', 'Christianity']"
"Outpost (Razorland, #2)",Ann Aguirre,4.10,"['Dystopia', 'Young Adult', 'Zombies', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Romance']"
"The Proposition (The Proposition, #1)",Katie Ashley,4.02,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'Erotica', 'New Adult']"
A Modest Proposal,Jonathan Swift,4.02,"['Classics', 'Fiction', 'Humor', 'Essays', 'Short Stories', 'Philosophy', 'School']"
"The Gospel of Loki (Loki, #1)",Joanne M. Harris,3.74,"['Fantasy', 'Mythology', 'Fiction', 'Retellings', 'Audiobook', 'Adult', 'Historical Fiction']"
"Liliana (Liliana, #1)",Neva Squires-Rodriguez,3.97,['Young Adult']
Enduring Love,Ian McEwan,3.65,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'British Literature', 'Novels', 'Romance']"
We Disappear,Scott Heim,3.57,"['Fiction', 'Mystery', 'LGBT', 'Queer', 'Gay', 'Gay Fiction', 'Literary Fiction']"
Still Crazy,Judy Prescott Marshall,4.23,"['Contemporary', 'Novels', 'Fiction', 'Romance', 'Drama', 'Christian', 'Chick Lit']"
Drink Deep from the Well of Good Intentions (The Return To Charleston Book 1),Donald Montano,4.43,[]
"Death Note, Vol. 4: Love (Death Note, #4)",Tsugumi Ohba,4.42,"['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Fiction', 'Horror', 'Mystery']"
The Visit: A Tragi-Comedy,Friedrich Dürrenmatt,3.67,"['Classics', 'Plays', 'School', 'German Literature', 'Drama', 'Fiction', 'Theatre']"
The 13 Clocks,James Thurber,real,"['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Humor', 'Young Adult', 'Fairy Tales']"
Bridge of Sighs,Richard Russo,3.80,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Novels', 'Literature', 'Coming Of Age']"
Black and Blue,Anna Quindlen,3.89,"['Fiction', 'Contemporary', 'Adult Fiction', 'Chick Lit', 'Abuse', 'Novels', 'Drama']"
"Tall, Dark & Hungry (Argeneau, #4)",Lynsay Sands,4.20,"['Romance', 'Paranormal Romance', 'Vampires', 'Paranormal', 'Fantasy', 'Adult', 'Fiction']"
"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,3.94,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']"
"Rock Chick Redemption (Rock Chick, #3)",Kristen Ashley,4.41,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Romantic Suspense', 'Chick Lit', 'Suspense']"
"The Nature of the Beast (Chief Inspector Armand Gamache, #11)",Louise Penny,4.25,"['Mystery', 'Fiction', 'Audiobook', 'Canada', 'Mystery Thriller', 'Crime', 'Thriller']"
Twilight Director's Notebook: The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,Catherine Hardwicke,4.26,"['Nonfiction', 'Vampires', 'Paranormal', 'Romance', 'Supernatural', 'Reference', 'Film']"
Pathways to Bliss: Mythology and Personal Transformation,Joseph Campbell,4.34,"['Mythology', 'Psychology', 'Nonfiction', 'Philosophy', 'Spirituality', 'Religion', 'Self Help']"
There's a Boy in the Girls' Bathroom,Louis Sachar,4.02,"['Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Realistic Fiction', 'Humor', 'School']"
A Kestrel for a Knave,Barry Hines,4.06,"['Fiction', 'Classics', 'Young Adult', 'British Literature', 'Animals', 'Coming Of Age', 'Modern Classics']"
"The Complete Robot (Robot, #0.3)",Isaac Asimov,4.32,"['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Robots', 'Science Fiction Fantasy', 'Fantasy']"
"Impossible (Impossible, #1)",Nancy Werlin,3.64,"['Young Adult', 'Fantasy', 'Romance', 'Fiction', 'Paranormal', 'Teen', 'Magic']"
"Lovely Trigger (Tristan & Danika, #3)",R.K. Lilley,4.51,"['Romance', 'Contemporary Romance', 'Erotica', 'Contemporary', 'BDSM', 'New Adult', 'Adult']"
"Reboot (Reboot, #1)",Amy Tintera,3.89,"['Young Adult', 'Dystopia', 'Science Fiction', 'Romance', 'Fantasy', 'Zombies', 'Fiction']"
"Never Never: Part Two (Never Never, #2)",Colleen Hoover,3.95,"['Romance', 'Young Adult', 'Mystery', 'Contemporary', 'New Adult', 'Paranormal', 'Fantasy']"
"Nine Minutes (Nine Minutes, #1)",Beth Flynn,4.35,"['Dark', 'Romance', 'Contemporary', 'Abuse', 'Adult', 'New Adult', 'Contemporary Romance']"
See Me,Nicholas Sparks,real,"['Romance', 'Fiction', 'Audiobook', 'Chick Lit', 'Mystery', 'Contemporary', 'Adult']"
"The Beauty of Darkness (The Remnant Chronicles, #3)",Mary E. Pearson,4.17,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Audiobook', 'Fiction', 'High Fantasy']"
An American Marriage,Tayari Jones,3.94,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Romance', 'Adult', 'Adult Fiction']"
The Grim Reaper,William Hanna,4.34,[]
Humankind: A Hopeful History,Rutger Bregman,4.32,"['Nonfiction', 'History', 'Psychology', 'Philosophy', 'Science', 'Audiobook', 'Politics']"
Stellaluna,Janell Cannon,4.27,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Family', 'Fantasy', 'Classics']"
"Home (Gilead, #2)",Marilynne Robinson,4.04,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Religion', 'Literature', 'Contemporary']"
"A Lot like Love (FBI/US Attorney, #2)",Julie James,4.06,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Chick Lit', 'Adult', 'Suspense']"
"Dumplin' (Dumplin', #1)",Julie   Murphy,3.89,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Teen']"
"One Small Sacrifice (Shadows of New York, #1)",Hilary Davidson,3.95,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Detective', 'Crime', 'Audiobook']"
"Mistral's Kiss (Merry Gentry, #5)",Laurell K. Hamilton,4.06,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Fiction']"
The Cantos,Ezra Pound,3.92,"['Poetry', 'Classics', 'Literature', 'Fiction', 'American', '20th Century', 'The United States Of America']"
"Fearless Fourteen (Stephanie Plum, #14)",Janet Evanovich,4.05,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Audiobook']"
"Demon Lord of Karanda (The Malloreon, #3)",David Eddings,4.06,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Adventure']"
Waiting for You,Susane Colasanti,3.83,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Chick Lit', 'High School', 'Teen']"
"Henry IV, Part Two",William Shakespeare,3.77,"['Plays', 'Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Poetry']"
"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy Falkner,4.19,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Disability', 'Young Adult', 'Music']"
"The Unbound (The Archived, #2)",Victoria E. Schwab,4.20,"['Fantasy', 'Young Adult', 'Paranormal', 'Mystery', 'Urban Fantasy', 'Romance', 'Fiction']"
The Postman,David Brin,3.89,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic', 'Fantasy', 'Science Fiction Fantasy']"
The Royal Ranger: A New Beginning (Ranger's Apprentice: The Royal Ranger #1),John Flanagan,4.27,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Action', 'Medieval']"
"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,3.97,"['Self Help', 'Nonfiction', 'Psychology', 'Philosophy', 'Personal Development', 'Audiobook', 'Mental Health']"
The Woman Warrior,Maxine Hong Kingston,3.73,"['Memoir', 'Nonfiction', 'Feminism', 'Classics', 'China', 'Biography', 'School']"
"Blue Dahlia (In the Garden, #1)",Nora Roberts,4.13,"['Romance', 'Fiction', 'Paranormal', 'Contemporary Romance', 'Contemporary', 'Mystery', 'Chick Lit']"
Z for Zachariah,Robert C. O'Brien,3.67,"['Young Adult', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Apocalyptic', 'Survival']"
Malgudi Days,R.K. Narayan,4.21,"['Fiction', 'Short Stories', 'Classics', 'India', 'Indian Literature', 'Literature', 'Asia']"
Neither Here nor There: Travels in Europe,Bill Bryson,3.86,"['Travel', 'Nonfiction', 'Humor', 'Memoir', 'Audiobook', 'Biography', 'Travelogue']"
La ciudad de los prodigios,Eduardo Mendoza,3.86,"['Fiction', 'Spanish Literature', 'Spain', 'Historical Fiction', 'Literature', 'Novels', 'Historical']"
Perahu Kertas,Dee Lestari,3.99,"['Romance', 'Novels', 'Fiction', 'Indonesian Literature', 'Young Adult', 'Love', 'Contemporary']"
The Inspector General,Nikolai Gogol,3.97,"['Classics', 'Plays', 'Russia', 'Russian Literature', 'Fiction', 'Theatre', 'Humor']"
Shanna,Kathleen E. Woodiwiss,4.15,"['Romance', 'Historical Romance', 'Historical', 'Fiction', 'Historical Fiction', 'Adult', 'Pirates']"
"Princess of the Silver Woods (The Princesses of Westfalin Trilogy, #3)",Jessica Day George,4.06,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Retellings', 'Fairy Tale Retellings', 'Fiction']"
"Sparkling Cyanide  (Colonel Race, #4)",Agatha Christie,3.92,"['Mystery', 'Crime', 'Fiction', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']"
मृत्युंजय,Shivaji Sawant,4.52,"['Marathi', 'Mythology', 'Fiction', 'Indian Literature', 'India', 'Classics', 'Novels']"
An Unkindness of Ghosts,Rivers Solomon,3.96,"['Science Fiction', 'Fiction', 'Queer', 'LGBT', 'Fantasy', 'Audiobook', 'Dystopia']"
The Lost City of the Monkey God,Douglas Preston,3.93,"['Nonfiction', 'History', 'Adventure', 'Travel', 'Science', 'Audiobook', 'Archaeology']"
The Missing Piece Meets the Big O,Shel Silverstein,4.37,"['Poetry', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Inspirational', 'Humor']"
"The Code of the Woosters (Jeeves, #7)",P.G. Wodehouse,4.32,"['Fiction', 'Classics', 'Humor', 'Comedy', 'Audiobook', 'British Literature', 'Novels']"
"美少女戦士セーラームーン新装版 1 (Bishōjo Senshi Sailor Moon Shinsōban, #1)",Naoko Takeuchi,4.33,"['Manga', 'Fantasy', 'Graphic Novels', 'Romance', 'Comics', 'Young Adult', 'Fiction']"
That Summer,Sarah Dessen,3.46,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen']"
"Enticed (The Violet Eden Chapters, #2)",Jessica Shirvington,4.26,"['Angels', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural']"
"The Hunters (Brotherband Chronicles, #3)",John Flanagan,4.44,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Historical Fiction', 'Action']"
"The Iron Traitor (The Iron Fey: Call of the Forgotten, #2)",Julie Kagawa,4.09,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Paranormal', 'Fairies', 'Magic']"
"The Growing Pains of Adrian Mole (Adrian Mole, #2)",Sue Townsend,real,"['Fiction', 'Young Adult', 'Humor', 'Comedy', 'British Literature', 'Contemporary', 'Childrens']"
The Piano Teacher,Elfriede Jelinek,3.59,"['Fiction', 'Nobel Prize', 'Classics', 'German Literature', 'Contemporary', 'Literature', 'Novels']"
Alice's Adventures in Wonderland & Other Stories,Lewis Carroll,4.26,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Poetry', 'Short Stories', 'Literature']"
Dakota Son,Mary Ramsey,4.40,"['Contemporary', 'Drama', 'Fiction', 'Book Club', 'Novels', 'Adult', 'New Adult']"
"Redeeming 6 (Boys of Tommen, #4)",Chloe Walsh,4.63,"['Romance', 'Sports Romance', 'Contemporary', 'Contemporary Romance', 'Sports', 'High School', 'New Adult']"
"Find Her (Detective D.D. Warren, #9)",Lisa Gardner,4.16,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']"
Becoming Naomi León,Pam Muñoz Ryan,4.07,"['Middle Grade', 'Realistic Fiction', 'Fiction', 'Young Adult', 'Childrens', 'Family', 'Cultural']"
Thou Art That: Transforming Religious Metaphor,Joseph Campbell,4.31,"['Mythology', 'Religion', 'Nonfiction', 'Philosophy', 'Psychology', 'Spirituality', 'History']"
"Seeress of Kell (The Malloreon, #5)",David Eddings,4.14,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Adventure']"
La Confusion des sentiments,Stefan Zweig,4.02,"['Fiction', 'German Literature', 'LGBT', 'Literature', 'Novels', '20th Century', 'Short Stories']"
The Cellist of Sarajevo,Steven Galloway,real,"['Historical Fiction', 'Fiction', 'War', 'Historical', 'Canada', 'Music', 'Book Club']"
"Promise of Blood (Powder Mage, #1)",Brian  McClellan,4.14,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Steampunk', 'Audiobook', 'Magic']"
"Night Owl (Night Owl, #1)",M. Pierce,real,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult']"
"Sky in the Deep (Sky and Sea, #1)",Adrienne Young,3.94,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Romance', 'Young Adult Fantasy', 'Historical', 'Fiction']"
The Gene: An Intimate History,Siddhartha Mukherjee,4.36,"['Science', 'Nonfiction', 'History', 'Biology', 'Medicine', 'Audiobook', 'Genetics']"
So You Want to Talk About Race,Ijeoma Oluo,4.49,"['Nonfiction', 'Race', 'Audiobook', 'Social Justice', 'Anti Racist', 'Politics', 'Sociology']"
The Women's Room,Marilyn French,3.99,"['Fiction', 'Feminism', 'Classics', 'Womens', 'Novels', 'Contemporary', 'Literature']"
"Vampire Mountain (Cirque Du Freak, #4)",Darren Shan,4.16,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural']"
The Stolen Child,Keith Donohue,3.73,"['Fantasy', 'Fiction', 'Fairy Tales', 'Magical Realism', 'Paranormal', 'Audiobook', 'Adult Fiction']"
"Julie of the Wolves (Julie of the Wolves, #1)",Jean Craighead George,3.83,"['Fiction', 'Young Adult', 'Childrens', 'Classics', 'Historical Fiction', 'Middle Grade', 'Adventure']"
"The Golden Spruce: A True Story of Myth, Madness, and Greed",John Vaillant,4.11,"['Nonfiction', 'History', 'Nature', 'Canada', 'Environment', 'Science', 'True Crime']"
The Shining Girls,Lauren Beukes,3.54,"['Fiction', 'Mystery', 'Horror', 'Thriller', 'Time Travel', 'Science Fiction', 'Crime']"
"Finally (Willow Falls, #2)",Wendy Mass,4.18,"['Middle Grade', 'Realistic Fiction', 'Fantasy', 'Childrens', 'Fiction', 'Young Adult', 'Contemporary']"
"Barracoon: The Story of the Last ""Black Cargo""",Zora Neale Hurston,4.04,"['Nonfiction', 'History', 'Biography', 'Audiobook', 'Race', 'Africa', 'African American']"
"Record of a Spaceborn Few (Wayfarers, #3)",Becky  Chambers,4.12,"['Science Fiction', 'Fiction', 'Audiobook', 'Space Opera', 'LGBT', 'Queer', 'Space']"
Something Happened,Joseph Heller,3.54,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Humor', 'Literary Fiction']"
Dream Man,Linda Howard,4.04,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Paranormal', 'Mystery']"
The Quiet Game (Penn Cage #1),Greg Iles,4.23,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']"
Prokleta avlija,Ivo Andrić,4.26,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Serbian Literature', 'Novels', 'Nobel Prize']"
"Time Between Us (Time Between Us, #1)",Tamara Ireland Stone,3.89,"['Young Adult', 'Time Travel', 'Romance', 'Fantasy', 'Contemporary', 'Science Fiction', 'Paranormal']"
"The Dark Days Club (Lady Helen, #1)",Alison Goodman,3.79,"['Fantasy', 'Historical Fiction', 'Young Adult', 'Historical', 'Paranormal', 'Romance', 'Fiction']"
Fuel the Fire (Calloway Sisters #3),Krista Ritchie,4.37,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'Audiobook']"
"The Brightest Night (Wings of Fire, #5)",Tui T. Sutherland,4.55,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Young Adult', 'Adventure', 'Childrens']"
10 Minutes 38 Seconds in This Strange World,Elif Shafak,4.09,"['Fiction', 'Contemporary', 'Historical Fiction', 'Literary Fiction', 'Audiobook', 'Novels', 'Turkish']"
"Stamped: Racism, Antiracism, and You",Jason Reynolds,4.47,"['Nonfiction', 'History', 'Audiobook', 'Race', 'Social Justice', 'Anti Racist', 'Politics']"
The Sunflower,Richard Paul Evans,4.13,"['Fiction', 'Romance', 'Christian Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction']"
